,locus_tag,left,right,mode,final_state,tf,strand
1177,ECK120013733,3536803.0,3536815,repressor,IHF,IHF,
1178,ECK120013735,3536738.0,3536750,repressor,IHF,IHF,
1179,ECK120013737,3536694.0,3536706,repressor,IHF,IHF,
1180,ECK120013740,4341778.0,4341795,repressor,MelR-melibiose,MelR,
1181,ECK120013740,4341778.0,4341795,activator,MelR-melibiose,MelR,
1182,ECK120013742,4341758.0,4341775,repressor,MelR-melibiose,MelR,
1183,ECK120013742,4341758.0,4341775,activator,MelR-melibiose,MelR,
1184,ECK120013744,384982.0,385023,activator,CysB-<i>O</i>-acetyl-L-serine,CysB,
1185,ECK120013746,385091.0,385132,activator,CysB-<i>O</i>-acetyl-L-serine,CysB,
1186,ECK120013748,385146.0,385187,activator,CysB-<i>O</i>-acetyl-L-serine,CysB,
1187,ECK120013754,4542636.0,4542648,activator,IHF,IHF,
1188,ECK120013763,4542890.0,4542904,activator,Lrp,Lrp,
1189,ECK120013765,4542921.0,4542935,activator,Lrp,Lrp,
1190,ECK120013767,4542859.0,4542873,activator,Lrp,Lrp,
1191,ECK120013770,121941.0,121962,activator,CRP-cyclic-AMP,CRP,
1192,ECK120013770,121941.0,121962,activator,CRP-cyclic-AMP,CRP,
1193,ECK120013774,1934701.0,1934718,repressor,Cra,Cra,
1194,ECK120013776,3073812.0,3073829,repressor,Cra,Cra,
1195,ECK120013776,3073812.0,3073829,repressor,Cra,Cra,
1196,ECK120013778,3772157.0,3772174,repressor,Cra,Cra,
1197,ECK120013782,2524943.0,2524955,activator,XapR-xanthosine,XapR,
1198,ECK120013782,2524943.0,2524955,activator,XapR-xanthosine,XapR,
1199,ECK120013784,2525023.0,2525035,activator,XapR-xanthosine,XapR,
1200,ECK120013784,2525023.0,2525035,activator,XapR-xanthosine,XapR,
1201,ECK120013789,3730840.0,3730857,activator,XylR-&alpha;-D-xylopyranose,XylR,
1202,ECK120013791,3730861.0,3730878,activator,XylR-&alpha;-D-xylopyranose,XylR,
1203,ECK120013793,3731020.0,3731037,activator,XylR-&alpha;-D-xylopyranose,XylR,
1204,ECK120013795,3730999.0,3731016,activator,XylR-&alpha;-D-xylopyranose,XylR,
1205,ECK120013797,1488120.0,1488141,activator,CRP-cyclic-AMP,CRP,
1206,ECK120013801,1488026.0,1488040,repressor,ArcA-phosphorylated,ArcA,
1207,ECK120013803,1488178.0,1488192,repressor,ArcA-phosphorylated,ArcA,
1208,ECK120013811,42200.0,42215,activator,CaiF-L-carnitine,CaiF,
1209,ECK120013811,42200.0,42215,activator,CaiF-L-carnitine,CaiF,
1210,ECK120013813,42257.0,42272,activator,CaiF-L-carnitine,CaiF,
1211,ECK120013813,42257.0,42272,activator,CaiF-L-carnitine,CaiF,
1212,ECK120013815,329360.0,329374,repressor,ArcA-phosphorylated,ArcA,
1213,ECK120013817,329428.0,329442,repressor,ArcA-phosphorylated,ArcA,
1214,ECK120013817,329428.0,329442,repressor,ArcA-phosphorylated,ArcA,
1215,ECK120013820,576933.0,576954,activator,CRP-cyclic-AMP,CRP,
1216,ECK120013822,576891.0,576912,activator,CRP-cyclic-AMP,CRP,
1217,ECK120013824,577008.0,577020,repressor,IHF,IHF,
1218,ECK120013826,576906.0,576925,repressor,OmpR-phosphorylated,OmpR,
1219,ECK120013828,1547269.0,1547275,activator,NarL-phosphorylated,NarL,
1220,ECK120013832,3777307.0,3777329,repressor,LldR,LldR,
1221,ECK120013834,3742558.0,3742579,activator,CRP-cyclic-AMP,CRP,
1222,ECK120013834,3742558.0,3742579,repressor,CRP-cyclic-AMP,CRP,
1223,ECK120013837,739436.0,739455,repressor,LexA,LexA,
1224,ECK120013839,2312761.0,2312772,repressor,Lrp-L-leucine,Lrp,
1225,ECK120013841,771079.0,771093,activator,ArcA-phosphorylated,ArcA,
1226,ECK120013843,2312738.0,2312752,repressor,Lrp,Lrp,
1227,ECK120013843,2312738.0,2312752,repressor,Lrp,Lrp,
1228,ECK120013843,2312738.0,2312752,repressor,Lrp,Lrp,
1229,ECK120013849,2312822.0,2312836,repressor,Lrp,Lrp,
1230,ECK120013849,2312822.0,2312836,repressor,Lrp,Lrp,
1231,ECK120013849,2312822.0,2312836,repressor,Lrp,Lrp,
1232,ECK120013853,2312853.0,2312867,repressor,Lrp,Lrp,
1233,ECK120013860,771199.0,771213,activator,ArcA-phosphorylated,ArcA,
1234,ECK120013862,1547292.0,1547298,activator,NarL-phosphorylated,NarL,
1235,ECK120013864,4640584.0,4640597,repressor,FNR,FNR,
1236,ECK120013864,4640584.0,4640597,activator,FNR,FNR,
1237,ECK120013867,1547260.0,1547266,activator,NarL-phosphorylated,NarL,
1238,ECK120013869,1547268.0,1547281,activator,FNR,FNR,
1239,ECK120013869,1547268.0,1547281,repressor,FNR,FNR,
1240,ECK120013871,2312852.0,2312866,repressor,Lrp,Lrp,
1241,ECK120013871,2312852.0,2312866,repressor,Lrp,Lrp,
1242,ECK120013874,1399649.0,1399663,activator,IHF,IHF,
1243,ECK120013876,754831.0,754843,activator,IHF,IHF,
1244,ECK120013878,4215237.0,4215249,activator,IHF,IHF,
1245,ECK120013880,4215324.0,4215336,activator,IHF,IHF,
1246,ECK120013884,3354287.0,3354301,activator,Lrp,Lrp,
1247,ECK120013884,3354287.0,3354301,activator,Lrp,Lrp,
1248,ECK120013886,3354350.0,3354364,activator,Lrp,Lrp,
1249,ECK120013886,3354350.0,3354364,activator,Lrp,Lrp,
1250,ECK120013889,1237455.0,1237477,activator,CRP-cyclic-AMP,CRP,
1251,ECK120013889,1237455.0,1237477,activator,CRP-cyclic-AMP,CRP,
1252,ECK120013889,1237455.0,1237477,activator,CRP-cyclic-AMP,CRP,
1253,ECK120013893,1237520.0,1237541,activator,CRP-cyclic-AMP,CRP,
1254,ECK120013908,2850789.0,2850802,activator,FNR,FNR,
1255,ECK120013910,1194998.0,1195013,repressor,ArcA-phosphorylated,ArcA,
1256,ECK120013914,1237450.0,1237464,repressor,Lrp,Lrp,
1257,ECK120013914,1237450.0,1237464,repressor,Lrp,Lrp,
1258,ECK120013914,1237450.0,1237464,repressor,Lrp,Lrp,
1259,ECK120013918,1237495.0,1237509,repressor,Lrp,Lrp,
1260,ECK120013918,1237495.0,1237509,repressor,Lrp,Lrp,
1261,ECK120013918,1237495.0,1237509,repressor,Lrp,Lrp,
1262,ECK120013922,1237527.0,1237541,repressor,Lrp,Lrp,
1263,ECK120013922,1237527.0,1237541,repressor,Lrp,Lrp,
1264,ECK120013922,1237527.0,1237541,repressor,Lrp,Lrp,
1265,ECK120013926,1237574.0,1237588,repressor,Lrp,Lrp,
1266,ECK120013926,1237574.0,1237588,repressor,Lrp,Lrp,
1267,ECK120013926,1237574.0,1237588,repressor,Lrp,Lrp,
1268,ECK120013930,1237596.0,1237610,repressor,Lrp,Lrp,
1269,ECK120013930,1237596.0,1237610,repressor,Lrp,Lrp,
1270,ECK120013930,1237596.0,1237610,repressor,Lrp,Lrp,
1271,ECK120013934,1795736.0,1795748,repressor,IHF,IHF,
1272,ECK120013936,1795762.0,1795774,repressor,IHF,IHF,
1273,ECK120013942,2633856.0,2633864,repressor,DnaA-ATP,DnaA,
1274,ECK120013944,4200102.0,4200123,activator,CRP-cyclic-AMP,CRP,
1275,ECK120013946,4200075.0,4200089,activator,Fis,Fis,
1276,ECK120013948,4200001.0,4200015,activator,Fis,Fis,
1277,ECK120013950,4199949.0,4199963,activator,Fis,Fis,
1278,ECK120013952,4199914.0,4199928,activator,Fis,Fis,
1279,ECK120013954,461465.0,461479,repressor,Fis,Fis,
1280,ECK120013954,461465.0,461479,repressor,Fis,Fis,
1281,ECK120013957,461235.0,461249,repressor,Fis,Fis,
1282,ECK120013957,461235.0,461249,repressor,Fis,Fis,
1283,ECK120013960,461203.0,461217,repressor,Fis,Fis,
1284,ECK120013960,461203.0,461217,repressor,Fis,Fis,
1285,ECK120013963,461180.0,461194,repressor,Fis,Fis,
1286,ECK120013963,461180.0,461194,repressor,Fis,Fis,
1287,ECK120013966,461238.0,461259,activator,CRP-cyclic-AMP,CRP,
1288,ECK120013968,3562375.0,3562394,repressor,GlpR,GlpR,
1289,ECK120013970,3562416.0,3562435,repressor,GlpR,GlpR,
1290,ECK120013972,3384363.0,3384384,activator,CRP-cyclic-AMP,CRP,
1291,ECK120013974,3772075.0,3772096,activator,CRP-cyclic-AMP,CRP,
1292,ECK120013976,3950514.0,3950528,repressor,Lrp,Lrp,
1293,ECK120013978,3950482.0,3950496,repressor,Lrp,Lrp,
1294,ECK120013980,3950451.0,3950462,repressor,Lrp-L-leucine,Lrp,
1295,ECK120013982,3950421.0,3950433,activator,IHF,IHF,
1296,ECK120013982,3950421.0,3950433,repressor,IHF,IHF,
1297,ECK120013985,3950195.0,3950207,activator,IHF,IHF,
1298,ECK120013985,3950195.0,3950207,repressor,IHF,IHF,
1299,ECK120013988,3772002.0,3772023,activator,CRP-cyclic-AMP,CRP,
1300,ECK120013990,3771958.0,3771979,activator,CRP-cyclic-AMP,CRP,
1301,ECK120013992,1388856.0,1388869,repressor,FNR,FNR,
1302,ECK120013994,1388859.0,1388873,repressor,ArcA-phosphorylated,ArcA,
1303,ECK120013996,2634214.0,2634235,repressor,CRP-cyclic-AMP,CRP,
1304,ECK120013996,2634214.0,2634235,activator,CRP-cyclic-AMP,CRP,
1305,ECK120013999,1298321.0,1298327,repressor,NarL-phosphorylated,NarL,
1306,ECK120013999,1298321.0,1298327,repressor,NarL-phosphorylated,NarL,
1307,ECK120013999,1298321.0,1298327,repressor,NarL-phosphorylated,NarL,
1308,ECK120014001,1298345.0,1298358,activator,FNR,FNR,
1309,ECK120014003,1298448.0,1298462,activator,Fis,Fis,
1310,ECK120014003,1298448.0,1298462,activator,Fis,Fis,
1311,ECK120014005,1298474.0,1298488,activator,Fis,Fis,
1312,ECK120014005,1298474.0,1298488,activator,Fis,Fis,
1313,ECK120014007,1298554.0,1298568,activator,Fis,Fis,
1314,ECK120014007,1298554.0,1298568,activator,Fis,Fis,
1315,ECK120014009,3771916.0,3771937,activator,CRP-cyclic-AMP,CRP,
1316,ECK120014011,3772119.0,3772140,activator,CRP-cyclic-AMP,CRP,
1317,ECK120014013,3561897.0,3561918,activator,CRP-cyclic-AMP,CRP,
1318,ECK120014013,3561897.0,3561918,activator,CRP-cyclic-AMP,CRP,
1319,ECK120014016,1011616.0,1011635,activator,SoxS,SoxS,
1320,ECK120014016,1011616.0,1011635,activator,SoxS,SoxS,
1321,ECK120014018,1165862.0,1165876,activator,Fis,Fis,
1322,ECK120014020,1165913.0,1165927,activator,Fis,Fis,
1323,ECK120014022,1166035.0,1166049,repressor,Fis,Fis,
1324,ECK120014024,1277846.0,1277859,activator,FNR,FNR,
1325,ECK120014026,4287623.0,4287636,activator,FNR,FNR,
1326,ECK120014028,1230505.0,1230516,activator,SlyA,SlyA,
1327,ECK120014030,1230515.0,1230529,activator,H-NS,H-NS,
1328,ECK120014030,1230515.0,1230529,repressor,H-NS,H-NS,
1329,ECK120014032,1230517.0,1230538,activator,CRP-cyclic-AMP,CRP,
1330,ECK120014036,472461.0,472477,activator,NtrC-phosphorylated,NtrC,
1331,ECK120014039,4287618.0,4287624,activator,NarL-phosphorylated,NarL,
1332,ECK120014039,4287618.0,4287624,repressor,NarL-phosphorylated,NarL,
1333,ECK120014041,3742618.0,3742630,activator,IHF,IHF,
1334,ECK120014046,3742663.0,3742683,repressor,PlaR,PlaR,
1335,ECK120014046,3742663.0,3742683,repressor,PlaR,PlaR,
1336,ECK120014048,3884001.0,3884020,activator,ArgP,ArgP,
1337,ECK120014050,3883935.0,3883943,repressor,DnaA-ATP,DnaA,
1338,ECK120014050,3883935.0,3883943,repressor,DnaA-ATP,DnaA,
1339,ECK120014054,4287646.0,4287652,repressor,NarL-phosphorylated,NarL,
1340,ECK120014059,4348803.0,4348816,activator,FNR,FNR,
1341,ECK120014061,4348860.0,4348881,activator,CRP-cyclic-AMP,CRP,
1342,ECK120014063,4348870.0,4348876,repressor,NarL-phosphorylated,NarL,
1343,ECK120014065,4348806.0,4348812,repressor,NarL-phosphorylated,NarL,
1344,ECK120014067,4348760.0,4348766,repressor,NarL-phosphorylated,NarL,
1345,ECK120014069,4348743.0,4348749,repressor,NarL-phosphorylated,NarL,
1346,ECK120014071,4348719.0,4348725,repressor,NarL-phosphorylated,NarL,
1347,ECK120014073,4046835.0,4046843,activator,DnaA-ATP,DnaA,
1348,ECK120014077,4542764.0,4542776,activator,IHF,IHF,
1349,ECK120014079,890812.0,890828,activator,OxyR,OxyR,
1350,ECK120014079,890812.0,890828,repressor,OxyR,OxyR,
1351,ECK120014083,3532531.0,3532548,activator,Cra,Cra,
1352,ECK120014092,3613581.0,3613595,activator,FNR,FNR,
1353,ECK120014095,3493963.0,3493980,repressor,Cra,Cra,
1354,ECK120014097,1165928.0,1165940,repressor,IHF,IHF,
1355,ECK120014099,1165969.0,1165981,repressor,IHF,IHF,
1356,ECK120014101,1166011.0,1166023,repressor,IHF,IHF,
1357,ECK120014105,4201811.0,4201827,activator,ZraR-phosphorylated,ZraR,
1358,ECK120014105,4201811.0,4201827,activator,ZraR-phosphorylated,ZraR,
1359,ECK120014107,1668577.0,1668599,repressor,Mlc,Mlc,
1360,ECK120014107,1668577.0,1668599,repressor,Mlc,Mlc,
1361,ECK120014107,1668577.0,1668599,repressor,Mlc,Mlc,
1362,ECK120014110,1668651.0,1668673,repressor,CRP-cyclic-AMP,CRP,
1363,ECK120014110,1668651.0,1668673,activator,CRP-cyclic-AMP,CRP,
1364,ECK120014110,1668651.0,1668673,activator,CRP-cyclic-AMP,CRP,
1365,ECK120014113,3553024.0,3553046,repressor,Mlc,Mlc,
1366,ECK120014115,1057973.0,1057982,activator,TorR-phosphorylated,TorR,
1367,ECK120014115,1057973.0,1057982,repressor,TorR,TorR,
1368,ECK120014118,1057983.0,1057992,activator,TorR-phosphorylated,TorR,
1369,ECK120014118,1057983.0,1057992,repressor,TorR,TorR,
1370,ECK120014121,1335730.0,1335751,activator,CRP-cyclic-AMP,CRP,
1371,ECK120014123,1335740.0,1335754,repressor,ArcA-phosphorylated,ArcA,
1372,ECK120014126,131471.0,131492,activator,CRP-cyclic-AMP,CRP,
1373,ECK120014128,131464.0,131478,repressor,ArcA-phosphorylated,ArcA,
1374,ECK120014130,131455.0,131469,repressor,ArcA-phosphorylated,ArcA,
1375,ECK120014132,131393.0,131407,repressor,ArcA-phosphorylated,ArcA,
1376,ECK120014134,131399.0,131413,repressor,ArcA-phosphorylated,ArcA,
1377,ECK120014136,131373.0,131387,repressor,ArcA-phosphorylated,ArcA,
1378,ECK120014138,131369.0,131383,repressor,ArcA-phosphorylated,ArcA,
1379,ECK120014140,131342.0,131356,repressor,ArcA-phosphorylated,ArcA,
1380,ECK120014142,131482.0,131496,repressor,Fis,Fis,
1381,ECK120014144,131438.0,131452,repressor,Fis,Fis,
1382,ECK120014146,131340.0,131354,repressor,Fis,Fis,
1383,ECK120014148,4049804.0,4049825,repressor,CRP-cyclic-AMP,CRP,
1384,ECK120014150,2512958.0,2512980,activator,CRP-cyclic-AMP,CRP,
1385,ECK120014152,2512909.0,2512930,activator,CRP-cyclic-AMP,CRP,
1386,ECK120014154,931154.0,931160,activator,NarL-phosphorylated,NarL,
1387,ECK120014156,931108.0,931114,activator,NarL-phosphorylated,NarL,
1388,ECK120014158,931115.0,931128,activator,FNR,FNR,
1389,ECK120014161,4107430.0,4107447,repressor,Cra,Cra,
1390,ECK120014161,4107430.0,4107447,repressor,Cra,Cra,
1391,ECK120014163,3933249.0,3933270,activator,CRP-cyclic-AMP,CRP,
1392,ECK120014165,4100715.0,4100728,repressor,FNR,FNR,
1393,ECK120014167,4100731.0,4100745,repressor,ArcA-phosphorylated,ArcA,
1394,ECK120015185,511427.0,511445,activator,CueR-Cu<sup>+</sup>,CueR,
1395,ECK120015187,137011.0,137029,activator,CueR-Cu<sup>+</sup>,CueR,
1396,ECK120015191,3577623.0,3577638,repressor,IdnR-5-dehydro-D-gluconate,IdnR,
1397,ECK120015205,3088202.0,3088224,activator,CRP-cyclic-AMP,CRP,
1398,ECK120015211,2241612.0,2241627,repressor,GalR,GalR,
1399,ECK120015213,2352127.0,2352146,repressor,GlpR,GlpR,
1400,ECK120015215,2352109.0,2352128,repressor,GlpR,GlpR,
1401,ECK120015217,2352094.0,2352113,repressor,GlpR,GlpR,
1402,ECK120015219,2352411.0,2352423,repressor,IHF,IHF,
1403,ECK120015221,2352244.0,2352256,repressor,IHF,IHF,
1404,ECK120015223,1556375.0,1556388,activator,RcsB-phosphorylated,RcsB,
1405,ECK120015225,1343511.0,1343524,activator,RcsB-phosphorylated,RcsB,
1406,ECK120015227,1367911.0,1367927,activator,PspF,PspF,
1407,ECK120015227,1367911.0,1367927,repressor,PspF,PspF,
1408,ECK120015229,3853299.0,3853318,repressor,LexA,LexA,
1409,ECK120015231,348529.0,348551,activator,CRP-cyclic-AMP,CRP,
1410,ECK120015231,348529.0,348551,activator,CRP-cyclic-AMP,CRP,
1411,ECK120015236,348521.0,348544,repressor,"PrpR-(2<i>S</i>,3<i>S</i>)-2-methylcitrate",PrpR,
1412,ECK120015236,348521.0,348544,activator,"PrpR-(2<i>S</i>,3<i>S</i>)-2-methylcitrate",PrpR,
1413,ECK120015245,2668934.0,2668946,repressor,HcaR,HcaR,
1414,ECK120015245,2668934.0,2668946,activator,HcaR-3-phenylpropanoate,HcaR,
1415,ECK120015252,1933095.0,1933115,repressor,KdgR,KdgR,
1416,ECK120015254,1932827.0,1932848,repressor,PhoB-phosphorylated,PhoB,
1417,ECK120015256,817019.0,817037,repressor,CueR-Cu<sup>+</sup>,CueR,
1418,ECK120015258,792134.0,792149,repressor,GalS,GalS,
1419,ECK120015258,792134.0,792149,activator,GalS-D-galactose,GalS,
1420,ECK120015258,792134.0,792149,repressor,GalS,GalS,
1421,ECK120015258,792134.0,792149,repressor,GalS,GalS,
1422,ECK120015264,2240618.0,2240633,repressor,GalR,GalR,
1423,ECK120015264,2240618.0,2240633,repressor,GalR,GalR,
1424,ECK120015288,3577634.0,3577653,repressor,GntR,GntR,
1425,ECK120015544,1031966.0,1031981,repressor,NarP-phosphorylated,NarP,
1426,ECK120015544,1031966.0,1031981,repressor,NarP-phosphorylated,NarP,
1427,ECK120015546,1031982.0,1031997,repressor,NarP-phosphorylated,NarP,
1428,ECK120015546,1031982.0,1031997,repressor,NarP-phosphorylated,NarP,
1429,ECK120015556,2303615.0,2303630,activator,NarP-phosphorylated,NarP,
1430,ECK120015556,2303615.0,2303630,repressor,NarP-phosphorylated,NarP,
1431,ECK120015558,1696298.0,1696313,repressor,UidR,UidR,
1432,ECK120015560,1696116.0,1696133,repressor,UxuR,UxuR,
1433,ECK120015562,1696231.0,1696253,activator,CRP-cyclic-AMP,CRP,
1434,ECK120015564,2832353.0,2832368,repressor,NarP-phosphorylated,NarP,
1435,ECK120015580,913946.0,913961,activator,NarP-phosphorylated,NarP,
1436,ECK120015584,348487.0,348510,repressor,"PrpR-(2<i>S</i>,3<i>S</i>)-2-methylcitrate",PrpR,
1437,ECK120015584,348487.0,348510,activator,"PrpR-(2<i>S</i>,3<i>S</i>)-2-methylcitrate",PrpR,
1438,ECK120015590,2716656.0,2716657,repressor,CpxR-phosphorylated,CpxR,
1439,ECK120015594,2509544.0,2509561,repressor,Cra,Cra,
1440,ECK120015594,2509544.0,2509561,repressor,Cra,Cra,
1441,ECK120015606,2352483.0,2352502,repressor,GlpR,GlpR,
1442,ECK120015606,2352483.0,2352502,repressor,GlpR,GlpR,
1443,ECK120015610,2352576.0,2352589,activator,FNR,FNR,
1444,ECK120015610,2352576.0,2352589,activator,FNR,FNR,
1445,ECK120015620,833036.0,833055,repressor,LexA,LexA,
1446,ECK120015622,2483513.0,2483530,activator,EvgA-phosphorylated,EvgA,
1447,ECK120015622,2483513.0,2483530,activator,EvgA-phosphorylated,EvgA,
1448,ECK120015622,2483513.0,2483530,activator,EvgA-phosphorylated,EvgA,
1449,ECK120015626,65834.0,65853,repressor,LexA,LexA,
1450,ECK120015628,933128.0,933147,repressor,LexA,LexA,
1451,ECK120015632,532329.0,532345,repressor,AllR-allantoin,AllR,
1452,ECK120015632,532329.0,532345,repressor,AllR-allantoin,AllR,
1453,ECK120015641,1636593.0,1636611,repressor,Fur-Fe<sup>2+</sup>,Fur,
1454,ECK120015643,1636591.0,1636609,repressor,Fur-Fe<sup>2+</sup>,Fur,
1455,ECK120015645,4605770.0,4605788,repressor,Fur-Fe<sup>2+</sup>,Fur,
1456,ECK120015645,4605770.0,4605788,repressor,Fur-Fe<sup>2+</sup>,Fur,
1457,ECK120015647,4605741.0,4605759,repressor,Fur-Fe<sup>2+</sup>,Fur,
1458,ECK120015647,4605741.0,4605759,repressor,Fur-Fe<sup>2+</sup>,Fur,
1459,ECK120015652,3348385.0,3348401,activator,PhoP-phosphorylated,PhoP,
1460,ECK120015654,578946.0,578962,activator,PhoP-phosphorylated,PhoP,
1461,ECK120015656,1682086.0,1682102,activator,PhoP-phosphorylated,PhoP,
1462,ECK120015658,1719736.0,1719752,activator,PhoP-phosphorylated,PhoP,
1463,ECK120015658,1719736.0,1719752,repressor,PhoP-phosphorylated,PhoP,
1464,ECK120015661,703198.0,703214,activator,PhoP-phosphorylated,PhoP,
1465,ECK120015663,174944.0,174960,activator,PhoP-phosphorylated,PhoP,
1466,ECK120015665,656486.0,656502,activator,PhoP-phosphorylated,PhoP,
1467,ECK120015667,883532.0,883548,activator,PhoP-phosphorylated,PhoP,
1468,ECK120015669,703802.0,703823,activator,CRP-cyclic-AMP,CRP,
1469,ECK120015669,703802.0,703823,activator,CRP-cyclic-AMP,CRP,
1470,ECK120015669,703802.0,703823,repressor,CRP-cyclic-AMP,CRP,
1471,ECK120015669,703802.0,703823,repressor,CRP-cyclic-AMP,CRP,
1472,ECK120015676,1572125.0,1572144,activator,GadE,GadE,
1473,ECK120015676,1572125.0,1572144,activator,GadE,GadE,
1474,ECK120015678,1572125.0,1572146,repressor,CRP-cyclic-AMP,CRP,
1475,ECK120015678,1572125.0,1572146,repressor,CRP-cyclic-AMP,CRP,
1476,ECK120015684,3667659.0,3667680,repressor,CRP-cyclic-AMP,CRP,
1477,ECK120015684,3667659.0,3667680,repressor,CRP-cyclic-AMP,CRP,
1478,ECK120015699,3278686.0,3278705,repressor,AgaR,AgaR,
1479,ECK120015701,3278713.0,3278732,repressor,AgaR,AgaR,
1480,ECK120015703,1862545.0,1862566,activator,CRP-cyclic-AMP,CRP,
1481,ECK120015705,1946026.0,1946045,repressor,LexA,LexA,
1482,ECK120015707,1946079.0,1946098,repressor,LexA,LexA,
1483,ECK120015709,1946027.0,1946046,repressor,LexA,LexA,
1484,ECK120015711,1946078.0,1946097,repressor,LexA,LexA,
1485,ECK120015717,4012877.0,4012892,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
1486,ECK120015717,4012877.0,4012892,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
1487,ECK120015717,4012877.0,4012892,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
1488,ECK120015721,4012992.0,4013007,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
1489,ECK120015721,4012992.0,4013007,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
1490,ECK120015721,4012992.0,4013007,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
1491,ECK120015725,3493914.0,3493929,activator,NarP-phosphorylated,NarP,
1492,ECK120015727,4287593.0,4287608,activator,NarP-phosphorylated,NarP,
1493,ECK120015742,70110.0,70126,activator,AraC-&alpha;-L-arabinopyranose,AraC,
1494,ECK120015742,70110.0,70126,activator,AraC-&alpha;-L-arabinopyranose,AraC,
1495,ECK120015745,2352532.0,2352553,activator,CRP-cyclic-AMP,CRP,
1496,ECK120015745,2352532.0,2352553,activator,CRP-cyclic-AMP,CRP,
1497,ECK120015751,4368466.0,4368479,activator,FNR,FNR,
1498,ECK120015753,3933320.0,3933339,repressor,RbsR,RbsR,
1499,ECK120015755,1901909.0,1901931,repressor,Mlc,Mlc,
1500,ECK120015761,4368512.0,4368534,activator,CRP-cyclic-AMP,CRP,
1501,ECK120015767,2751749.0,2751768,repressor,LexA,LexA,
1502,ECK120015769,2751727.0,2751746,repressor,LexA,LexA,
1503,ECK120015802,940861.0,940884,repressor,ModE-molybdate,ModE,
1504,ECK120015804,795046.0,795069,repressor,ModE-molybdate,ModE,
1505,ECK120015806,1277907.0,1277930,activator,ModE-molybdate,ModE,
1506,ECK120015810,2137659.0,2137673,activator,RcsAB,RcsAB,
1507,ECK120015814,2023657.0,2023671,activator,RcsAB,RcsAB,
1508,ECK120015823,2850641.0,2850664,activator,ModE-molybdate,ModE,
1509,ECK120015971,1277715.0,1277721,activator,NarL-phosphorylated,NarL,
1510,ECK120015973,1277752.0,1277758,activator,NarL-phosphorylated,NarL,
1511,ECK120015975,1277769.0,1277775,activator,NarL-phosphorylated,NarL,
1512,ECK120015977,1277775.0,1277781,activator,NarL-phosphorylated,NarL,
1513,ECK120015979,1277839.0,1277845,activator,NarL-phosphorylated,NarL,
1514,ECK120015981,1277849.0,1277855,activator,NarL-phosphorylated,NarL,
1515,ECK120015983,1277862.0,1277868,activator,NarL-phosphorylated,NarL,
1516,ECK120015998,4330274.0,4330295,activator,CRP-cyclic-AMP,CRP,
1517,ECK120016006,1737631.0,1737649,repressor,Fur-Fe<sup>2+</sup>,Fur,
1518,ECK120016008,1978272.0,1978290,repressor,Fur-Fe<sup>2+</sup>,Fur,
1519,ECK120016010,451857.0,451875,repressor,Fur-Fe<sup>2+</sup>,Fur,
1520,ECK120016012,4128521.0,4128539,repressor,Fur-Fe<sup>2+</sup>,Fur,
1521,ECK120016014,4223650.0,4223668,repressor,Fur-Fe<sup>2+</sup>,Fur,
1522,ECK120016016,1764557.0,1764569,activator,IHF,IHF,
1523,ECK120016018,1764427.0,1764445,repressor,Fur-Fe<sup>2+</sup>,Fur,
1524,ECK120016026,4215361.0,4215382,repressor,CRP-cyclic-AMP,CRP,
1525,ECK120016028,624553.0,624574,activator,CRP-cyclic-AMP,CRP,
1526,ECK120016030,624791.0,624812,activator,CRP-cyclic-AMP,CRP,
1527,ECK120016032,624834.0,624852,repressor,Fur-Fe<sup>2+</sup>,Fur,
1528,ECK120016034,612699.0,612720,activator,CRP-cyclic-AMP,CRP,
1529,ECK120016036,612657.0,612675,repressor,Fur-Fe<sup>2+</sup>,Fur,
1530,ECK120016036,612657.0,612675,repressor,Fur-Fe<sup>2+</sup>,Fur,
1531,ECK120016038,841796.0,841817,activator,CRP-cyclic-AMP,CRP,
1532,ECK120016040,1688832.0,1688853,activator,CRP-cyclic-AMP,CRP,
1533,ECK120016042,987203.0,987224,activator,CRP-cyclic-AMP,CRP,
1534,ECK120016042,987203.0,987224,activator,CRP-cyclic-AMP,CRP,
1535,ECK120016044,987174.0,987195,activator,CRP-cyclic-AMP,CRP,
1536,ECK120016044,987174.0,987195,activator,CRP-cyclic-AMP,CRP,
1537,ECK120016046,987134.0,987155,activator,CRP-cyclic-AMP,CRP,
1538,ECK120016046,987134.0,987155,activator,CRP-cyclic-AMP,CRP,
1539,ECK120016048,121646.0,121667,activator,CRP-cyclic-AMP,CRP,
1540,ECK120016048,121646.0,121667,activator,CRP-cyclic-AMP,CRP,
1541,ECK120016050,121913.0,121934,activator,CRP-cyclic-AMP,CRP,
1542,ECK120016050,121913.0,121934,activator,CRP-cyclic-AMP,CRP,
1543,ECK120016052,121961.0,121982,activator,CRP-cyclic-AMP,CRP,
1544,ECK120016052,121961.0,121982,activator,CRP-cyclic-AMP,CRP,
