,genome_id,pcr_genes,quadruplex,CE_alleles,phylogroup
536,562.75745,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
537,562.13557,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
538,562.13765,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
539,562.115260,"['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']","['+', '+', '-', '-']",['trpAgpC'],D
540,562.52731,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
541,562.112421,"['trpA', 'trpBA', 'chuA', 'trpAgpC']","['-', '+', '-', '-']",['trpAgpC'],F
542,562.61513,"['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA']","['+', '+', '-', '+']",[],D
543,2725997.3,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
544,562.109883,"['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']","['+', '+', '-', '-']",['trpAgpC'],D
545,562.28398,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
546,562.107317,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
547,562.30155,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
548,562.114700,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
549,562.106231,"['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '+', '-', '+']",['trpAgpC'],D
550,562.61703,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
551,562.112403,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
552,562.13747,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
553,1055538.9,"['trpA', 'trpBA', 'chuA', 'arpA']","['+', '+', '-', '-']",[],D
554,562.28708,"['ybgD', 'trpA', 'trpBA', 'arpA', 'trpAgpC']","['+', '-', '-', '-']",['trpAgpC'],A
555,562.7214,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
556,562.108536,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
557,2810409.4,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
558,562.79353,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
559,562.46748,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
560,562.79195,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
561,562.13778,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
562,562.58216,"['trpBA', 'chuA', 'yjaA', 'trpAgpC']","['-', '+', '+', '-']",['trpAgpC'],B2
563,562.63857,"['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']","['-', '+', '-', '-']",['trpAgpC'],G
564,562.50847,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
565,562.13740,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
566,562.106236,"['trpA', 'trpBA', 'chuA', 'yjaA', 'arpA', 'ArpAgpE', 'aesI']","['+', '+', '+', '-']","['aesI', 'ArpAgpE']",cladeI
567,562.61704,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
568,562.109870,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
569,562.28991,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
570,562.60622,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
571,562.107310,"['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '+', '-', '+']",['trpAgpC'],D
572,562.94407,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']","['+', '-', '-', '+']",[],B1
573,585055.8,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']","['+', '-', '-', '+']",[],B1
574,562.64249,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
575,562.79192,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
576,562.60279,"['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
577,562.79354,"['ybgD', 'trpA', 'trpBA', 'arpA', 'arpA']","['+', '-', '-', '-']",[],A
578,562.78286,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
579,562.68642,"['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA']","['+', '+', '-', '-']",[],D
580,208962.239,"['trpBA', 'chuAalbertii']","['-', '-', '-', '-']",['chuAalbertii'],albertii
581,562.63859,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
582,562.58218,"['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
583,562.52722,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']","['+', '-', '-', '+']",[],B1
584,562.13544,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
585,562.46746,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
586,562.13776,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']","['+', '-', '-', '+']",[],B1
587,562.108538,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
588,562.67267,"['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
589,562.13782,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
590,562.60270,"['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
591,562.107326,"['trpA', 'trpBA', 'chuA', 'arpA']","['+', '+', '-', '-']",[],D
592,562.60614,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
593,562.13749,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'trpAgpC']","['+', '-', '+', '-']",['trpAgpC'],C
594,1055538.7,"['trpA', 'trpBA', 'chuA', 'arpA']","['+', '+', '-', '-']",[],D
595,562.28706,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']","['+', '-', '-', '+']",[],B1
596,562.16499,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
597,562.28396,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
598,562.107319,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
599,562.5740,"['trpA', 'trpBA', 'chuA', 'trpAgpC']","['-', '+', '-', '-']",['trpAgpC'],F
600,562.89974,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
601,1045010.16,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
602,208962.237,"['trpBA', 'chuAalbertii', 'TspE4.C2']","['-', '-', '-', '+']",['chuAalbertii'],albertii
603,562.107321,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']","['+', '-', '-', '+']",[],B1
604,562.60613,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
605,83334.597,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
606,562.60277,"['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
607,562.13785,"['ybgD', 'trpA', 'trpBA', 'arpA', 'trpAgpC']","['+', '-', '-', '-']",['trpAgpC'],A
608,562.67260,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
609,562.33376,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
610,562.13771,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
611,562.46741,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
612,562.106207,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']","['+', '-', '-', '+']",[],B1
613,562.64247,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
614,562.86751,"['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '+', '-', '+']",['trpAgpC'],D
615,1385755.3,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
616,562.67851,"['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '+', '-', '+']",['trpAgpC'],D
617,562.67409,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
618,562.89973,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'trpAgpC']","['+', '-', '+', '-']",['trpAgpC'],C
619,562.28391,"['trpA', 'trpBA', 'chuA', 'yjaA', 'trpAgpC']","['-', '+', '+', '-']",['trpAgpC'],B2
620,562.30994,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'trpAgpC']","['+', '-', '+', '-']",['trpAgpC'],C
621,562.108554,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
622,562.48220,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
623,2605619.12,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
624,83334.198,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
625,562.33779,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '-', '+', '-']","['ArpAgpE', 'trpAgpC']",C
626,562.72349,"['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
627,562.96335,"['trpBA', 'chuA', 'aesI']","['-', '+', '-', '-']",['aesI'],F
628,562.108792,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']","['+', '-', '-', '+']",[],B1
629,562.78025,"['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']","['+', '+', '-', '-']",['trpAgpC'],D
630,562.7249,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
631,562.104352,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
632,562.46715,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
633,562.110560,"['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']","['-', '+', '-', '-']",['trpAgpC'],G
634,562.55130,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
635,562.6961,"['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']","['+', '+', '-', '-']",['trpAgpC'],D
636,208962.297,"['trpBA', 'chuAalbertii']","['-', '-', '-', '-']",['chuAalbertii'],albertii
637,83334.361,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
638,562.50214,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
639,562.78022,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
640,562.110558,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
641,413997.3,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
642,562.6959,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
643,562.96332,"['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '+', '-', '+']",['trpAgpC'],D
644,562.31029,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
645,83334.359,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
646,562.48227,"['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
647,2605619.15,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
648,562.108553,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
649,83334.366,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
650,562.50213,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
651,208962.290,"['trpBA', 'chuAalbertii']","['-', '-', '-', '-']",['chuAalbertii'],albertii
652,562.51597,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
653,562.110755,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
654,562.106092,"['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
655,562.48218,[],"['-', '-', '-', '-']",[],Non Escherichia
656,562.96304,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
657,562.63038,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
658,585395.4,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
659,208962.299,"['ybgD', 'trpBA', 'chuAalbertii']","['-', '-', '-', '-']",['chuAalbertii'],albertii
660,562.19211,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
661,562.108565,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
662,562.67834,"['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']","['+', '+', '-', '-']",['trpAgpC'],D
663,562.7247,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
664,562.110763,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'trpAgpC']","['+', '-', '+', '-']",['trpAgpC'],C
665,562.46724,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
666,562.50641,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
667,562.9316,"['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
668,83334.350,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
669,991915.7,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '-', '-', '+']","['ArpAgpE', 'trpAgpC']",B1
670,562.33783,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'trpAgpC']","['+', '-', '+', '-']",['trpAgpC'],C
671,562.48216,"['trpA', 'trpA', 'trpBA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
672,562.67833,"['trpA', 'trpBA', 'yjaA', 'trpAgpC']","['-', '-', '+', '-']",['trpAgpC'],Unknown
673,562.108562,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
674,562.51599,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
675,83334.368,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
676,562.28307,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
677,562.96303,"['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
678,83334.191,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
679,562.45704,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']","['+', '-', '-', '+']",[],B1
680,562.60443,"['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE']","['+', '+', '-', '-']",['ArpAgpE'],E
681,562.80857,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
682,83334.357,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
683,562.46723,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
684,562.110556,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
685,83334.501,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
686,562.110764,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
687,562.46740,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
688,562.50417,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'trpAgpC']","['+', '-', '+', '-']",['trpAgpC'],C
689,562.13770,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
690,562.94408,"['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
691,562.64246,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']","['+', '-', '-', '+']",[],B1
692,562.70480,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
693,208962.236,"['trpBA', 'chuAalbertii']","['-', '-', '-', '-']",['chuAalbertii'],albertii
694,562.60612,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
695,562.107320,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
696,562.110999,"['trpBA', 'chuA', 'aesI']","['-', '+', '-', '-']",['aesI'],F
697,562.30350,"['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
698,562.67261,"['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']","['+', '+', '-', '-']",['trpAgpC'],D
699,83334.596,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
700,562.13784,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
701,2491679.3,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
702,562.63860,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
703,577675.3,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
704,562.28700,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']","['+', '-', '-', '+']",[],B1
705,562.86750,"['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '+', '-', '+']",['trpAgpC'],D
706,562.5746,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
707,562.89972,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'trpAgpC']","['+', '-', '+', '-']",['trpAgpC'],C
708,562.13783,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
709,562.60271,"['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
710,562.108539,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
711,562.86768,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
712,562.67266,"['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA']","['+', '+', '-', '+']",[],D
713,562.60615,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
714,562.61501,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '-', '-', '+']",['trpAgpC'],B1
715,562.63858,"['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']","['-', '+', '-', '-']",['trpAgpC'],G
716,562.13777,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']","['+', '-', '-', '+']",[],B1
717,562.46747,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
718,562.13545,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
719,562.107318,"['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']","['-', '+', '-', '-']",['trpAgpC'],G
720,562.89975,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '-', '+', '-']","['ArpAgpE', 'trpAgpC']",C
721,562.28397,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
722,1385755.5,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
723,1055538.6,"['trpA', 'trpBA', 'chuA', 'arpA']","['+', '+', '-', '-']",[],D
724,562.13748,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']","['+', '-', '-', '+']",[],B1
725,562.30992,"['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']","['+', '+', '-', '-']",['trpAgpC'],D
726,562.30361,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']","['+', '-', '-', '+']",[],B1
727,562.111046,"['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
728,562.107311,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'trpAgpC']","['+', '-', '+', '-']",['trpAgpC'],C
729,562.60623,"['trpA', 'trpBA', 'trpAgpC']","['-', '-', '-', '-']",['trpAgpC'],Unknown
730,562.13741,"['trpBA', 'chuA', 'yjaA', 'trpAgpC']","['-', '+', '+', '-']",['trpAgpC'],B2
731,562.110736,"['trpA', 'trpBA', 'chuA', 'trpAgpC']","['-', '+', '-', '-']",['trpAgpC'],F
732,562.16465,"['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '+', '-', '+']",['trpAgpC'],D
733,562.109871,"['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
734,745156.3,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
735,562.61705,"['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
736,562.74678,"['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
737,364106.46,"['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']","['-', '+', '+', '+']",['trpAgpC'],B2
738,83334.598,"['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']","['+', '+', '-', '-']","['ArpAgpE', 'trpAgpC']",E
739,562.79355,"['ybgD', 'trpA', 'trpBA', 'arpA']","['+', '-', '-', '-']",[],A
740,562.78287,"['trpA', 'trpBA', 'yjaA', 'arpA']","['+', '-', '+', '-']",[],A
741,562.60278,"['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']","['+', '+', '-', '+']",['trpAgpC'],D
742,208962.238,"['trpBA', 'chuAalbertii']","['-', '-', '-', '-']",['chuAalbertii'],albertii
743,562.68643,"['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']","['+', '-', '-', '+']",[],B1
