,OPERON_ID,OPERON_NAME,REGULATIONPOSLEFT,REGULATIONPOSRIGHT,OPERON_STRAND
536,ECK120015060,csiE,2665348,2666715,forward
537,ECK120015066,yggN,3100904,3101798,reverse
538,ECK120015075,iclR,4222804,4223714,reverse
539,ECK120015076,secMA-mutT,107705,111433,forward
540,ECK120015077,yaiS,384059,384616,reverse
541,ECK120015078,kch,1309016,1310565,reverse
542,ECK120015081,nagE,703704,705965,forward
543,ECK120015082,norVW,2832292,2835045,forward
544,ECK120015084,garD,3275282,3276853,forward
545,ECK120015085,gudPXD,2918045,2922308,reverse
546,ECK120015086,mngAB,765811,770611,forward
547,ECK120015088,cdaR,182447,183620,forward
548,ECK120015089,alsRBACE,4307783,4313137,reverse
549,ECK120015090,znuCB,1942613,1944199,forward
550,ECK120015091,zntA,3606387,3608649,forward
551,ECK120015093,znuA,1941651,1942661,reverse
552,ECK120015094,idnK,4494466,4495186,forward
553,ECK120015095,idnDOTR,4490141,4494553,reverse
554,ECK120015096,csrB,2924156,2924716,reverse
555,ECK120015097,nrdDG,4459900,4462909,reverse
556,ECK120015098,bglGFB,3902249,3906856,reverse
557,ECK120015099,csrC,4050837,4051280,forward
558,ECK120015101,hdeD,3656815,3657567,forward
559,ECK120015104,asnB,697513,699222,reverse
560,ECK120015106,gntP,4549922,4551494,reverse
561,ECK120015109,uxaCA,3241827,3244993,reverse
562,ECK120015110,uxuR,4554383,4555349,forward
563,ECK120015111,exuR,3246416,3247428,forward
564,ECK120015112,yjaB,4213680,4214123,reverse
565,ECK120015114,uidR,1696462,1697075,reverse
566,ECK120015115,gnd,2099862,2101324,reverse
567,ECK120015116,ulaABCDEF,4419856,4424386,forward
568,ECK120015117,ulaG,4418561,4419685,reverse
569,ECK120015118,pdxB-usg-truA-dedA,2434082,2437884,reverse
570,ECK120015119,flk,2437912,2438945,forward
571,ECK120015120,fadIJ,2457015,2460695,reverse
572,ECK120015121,ydiQRST-fadK,1779617,1784677,forward
573,ECK120015123,malZ,422417,424553,forward
574,ECK120015124,aes,498945,500051,reverse
575,ECK120015125,ynfEFGH-dmsD,1657956,1665120,forward
576,ECK120015126,argG,3318384,3319980,forward
577,ECK120015127,arcB,3350689,3353049,reverse
578,ECK120015128,mcrBC,4576912,4579337,reverse
579,ECK120015129,pspG,4262721,4263082,forward
580,ECK120015841,hyfABCDEFGHIJR-focB,2601000,2614782,forward
581,ECK120015842,yceD-rpmF-plsX-fabHDG-acpP-fabF,1146649,1153180,forward
582,ECK120015843,icd,1194876,1196373,forward
583,ECK120015844,epd-pgk-fbaA,3070165,3073904,reverse
584,ECK120015846,ackA-pta,2413459,2416891,forward
585,ECK120015847,artPIQM,900695,903843,reverse
586,ECK120015848,mdtABCD-baeSR,2153843,2164998,forward
587,ECK120015849,gatYZABCD,2171833,2177350,reverse
588,ECK120015851,rbsDACBKR,3933121,3939219,forward
589,ECK120015852,atoDAEB,2323264,2327293,forward
590,ECK120015853,hycABCDEFGHI,2842477,2850664,reverse
591,ECK120015854,allS,531295,532345,reverse
592,ECK120015857,yhhY,3581025,3581626,forward
593,ECK120015859,fhuF,4604875,4605807,reverse
594,ECK120015860,ydeP,1584207,1586747,reverse
595,ECK120015865,yrbL,3348359,3349084,forward
596,ECK120015866,borD,578600,578962,reverse
597,ECK120015867,rstAB,1682086,1684183,forward
598,ECK120015868,slyB,1719736,1720343,forward
599,ECK120015870,hemL,173602,175094,reverse
600,ECK120015871,pagP,656486,657117,forward
601,ECK120015872,ybjG,882792,883548,reverse
602,ECK120015873,rpsT,20771,21255,reverse
603,ECK120015875,dhaR,1251003,1252985,forward
604,ECK120015876,dhaKLM,1247696,1250944,reverse
605,ECK120015877,acrD,2587414,2590708,forward
606,ECK120015878,gatR_2,2171395,2171733,reverse
607,ECK120015879,tpiA,4110740,4111669,reverse
608,ECK120015880,aspS,1948662,1950701,reverse
609,ECK120015881,pgl,798586,799581,forward
610,ECK120015882,talB,8191,9226,forward
611,ECK120015883,yiaG,3719431,3719768,forward
612,ECK120015884,ytfK,4439444,4439793,forward
613,ECK120015885,ansP,1524481,1526020,reverse
614,ECK120015886,pheP,601714,603409,forward
615,ECK120015887,msyB,1113807,1114213,reverse
616,ECK120015888,artJ,899648,900795,reverse
617,ECK120015890,ybjP,903952,904523,reverse
618,ECK120015891,yggE,3067340,3068185,reverse
619,ECK120015892,metE,4012815,4015314,forward
620,ECK120015894,nudB-yebC-ruvC,1946815,1948674,reverse
621,ECK120015895,yebB,1946110,1946853,forward
622,ECK120015896,ydjM,1810018,1810801,forward
623,ECK120015897,insK,3721065,3722049,forward
624,ECK120015898,dinQ,3647652,3648021,reverse
625,ECK120015900,ybfE,711605,712034,reverse
626,ECK120015901,hokE,607640,607988,forward
627,ECK120015902,cho,1823482,1824402,forward
628,ECK120015903,rimJ,1125522,1126146,forward
629,ECK120015904,dut-slmA,3813852,3815090,forward
630,ECK120015905,molR_1,2196369,2197298,forward
631,ECK120015906,galP,3088004,3089678,forward
632,ECK120015907,bdm-sra,1555826,1556388,reverse
633,ECK120015911,hcaR,2668006,2668964,reverse
634,ECK120015912,hcaEFCBD,2668934,2673249,forward
635,ECK120015913,prpR,346857,348551,reverse
636,ECK120015916,kdgK,3679419,3680348,forward
637,ECK120015917,mntH,2511468,2512818,reverse
638,ECK120015918,rpiA,3058644,3059567,reverse
639,ECK120015920,ves,1824362,1824984,reverse
640,ECK120015921,agp,1065316,1066857,forward
641,ECK120015922,glk,2508424,2509561,reverse
642,ECK120015923,galU,1291405,1292365,forward
643,ECK120015924,amyA,2006115,2007674,forward
644,ECK120015925,bglX,2219660,2222120,reverse
645,ECK120015926,sthA,4159390,4160802,reverse
646,ECK120015927,evgAS,2483513,2487967,forward
647,ECK120015928,polB,63429,65853,reverse
648,ECK120015929,ftsK,932929,937213,forward
649,ECK120015933,gor,3646112,3647651,forward
650,ECK120015934,recN,2751727,2753456,forward
651,ECK120015936,bacA,3203310,3204474,reverse
652,ECK120015937,prpBCDE,348487,354592,forward
653,ECK120015938,seqA-pgm,712942,715242,forward
654,ECK120016634,hypABCDE-fhlA,2849869,2856416,forward
655,ECK120016637,fes-ybdZ-entF-fepE,612537,619387,forward
656,ECK120016639,ygcG,2905711,2906583,forward
657,ECK120016641,fliE,2012700,2013113,reverse
658,ECK120016644,frlABCDR,3499910,3504783,forward
659,ECK120016645,dcuSR,4349315,4351732,reverse
660,ECK120016648,ldhA,1441854,1442915,reverse
661,ECK120016649,bcsABZC,3685700,3695236,reverse
662,ECK120016650,ybbN,517425,518547,reverse
663,ECK120016651,gapC_1C_2,1489713,1490713,reverse
664,ECK120016652,treF,3669551,3671241,forward
665,ECK120016653,rssAB,1289106,1291255,forward
666,ECK120016655,ybfHG,715947,716641,reverse
667,ECK120016656,acrR,485539,486408,forward
668,ECK120016658,yqjH,3215727,3216566,reverse
669,ECK120016659,yegS,2168712,2169611,forward
670,ECK120016660,gatR_1,2169693,2170139,reverse
671,ECK120016662,ydhB,1738866,1739798,reverse
672,ECK120016663,ydhP,1736121,1737337,reverse
673,ECK120016666,fbp,4454611,4455609,reverse
674,ECK120016667,barA,2915057,2917813,forward
675,ECK120016668,yzfA,4447976,4448444,reverse
676,ECK120016670,yegRZ,2167602,2168430,reverse
677,ECK120016673,cpxRA,4103602,4105760,reverse
678,ECK120016674,emrKY,2480638,2483530,reverse
679,ECK120016675,sbmA-yaiW,396553,398966,forward
680,ECK120016676,yfeYX,2549646,2551243,reverse
681,ECK120016677,rutABCDEFG,1068511,1074179,reverse
682,ECK120016678,spy,1825057,1825855,reverse
683,ECK120016679,ycaC,944931,945557,reverse
684,ECK120016680,yfeKS,2537315,2538483,forward
685,ECK120016683,qseBC,3169281,3171833,forward
686,ECK120016686,greA,3328239,3328914,reverse
687,ECK120016687,yecR,1988124,1988545,forward
688,ECK120016688,yejO,2286390,2289176,reverse
689,ECK120016760,flgBCDEFGHIJ,1130917,1138312,forward
690,ECK120016762,flgKL,1138351,1140986,forward
691,ECK120016763,flhBAE,1962580,1966293,reverse
692,ECK120016764,rne,1141182,1144873,reverse
693,ECK120016765,yhjJ,3680444,3682179,reverse
694,ECK120016767,plsB,4254043,4256693,reverse
695,ECK120016770,ydhIJK,1720998,1724133,forward
696,ECK120016773,yicJI,3832219,3836664,reverse
697,ECK120016774,ftnB,1986731,1987428,forward
698,ECK120016775,bglA,3043662,3045101,forward
699,ECK120016782,ytfE,4431321,4432066,reverse
700,ECK120016783,ygbA,2856453,2856952,reverse
701,ECK120016916,pyrLBI,4470986,4472745,reverse
702,ECK120016918,hisLGDCBHAFI,2089965,2097225,forward
703,ECK120016920,rhoL-rho,3966162,3967676,forward
704,ECK120016992,rplKAJL-rpoBC,4178238,4189613,forward
705,ECK120016993,bssS,1120701,1121058,reverse
706,ECK120017007,fbaB,2177512,2178711,reverse
707,ECK120017008,pgaABCD,1086106,1092594,reverse
708,ECK120020629,argR,3384602,3385173,forward
709,ECK120020905,fimAICDFGH,4542636,4549710,forward
710,ECK120020906,fimE,4541860,4542902,forward
711,ECK120020907,fimB,4539920,4541559,forward
712,ECK120020908,csgBAC,1103388,1105293,forward
713,ECK120020909,yhdT-panF-prmA,3407247,3410042,forward
714,ECK120020910,yahN,345666,346337,reverse
715,ECK120020911,yahO,346432,346759,forward
716,ECK120020912,yaiT,390251,391711,forward
717,ECK120020913,yaiY,399025,399333,reverse
718,ECK120020914,ybaY,475379,475951,forward
719,ECK120020916,yaiZ,399454,399805,forward
720,ECK120020917,yajQ,444540,445174,forward
721,ECK120020918,ybaK,506603,507082,reverse
722,ECK120020919,ybcY,582152,582736,reverse
723,ECK120020921,ybdL,633586,634746,forward
724,ECK120020922,ybeL,674993,675500,forward
725,ECK120020923,ybeQ,675570,676547,reverse
726,ECK120020924,ybeT,678852,679406,reverse
727,ECK120020926,ybhA,797613,798431,reverse
728,ECK120020927,ybhD,799622,800851,reverse
729,ECK120020928,ybhQ,824601,825040,forward
730,ECK120020929,ybiA,832468,832950,reverse
731,ECK120020932,yagU,302991,303605,forward
732,ECK120020933,argA,2949156,2950573,forward
733,ECK120020936,cysS,554577,555996,forward
734,ECK120020938,appY,583454,584430,forward
735,ECK120020941,ydiU,1789808,1791310,reverse
736,ECK120020942,oxyS,4158285,4158469,reverse
737,ECK120020943,panD,146314,146754,reverse
738,ECK120020944,pdxK,2536386,2537319,reverse
739,ECK120020945,pepE,4229453,4230142,reverse
740,ECK120020946,pepN,990591,993234,forward
741,ECK120020947,pepT,1185823,1187070,forward
742,ECK120020948,pitA,3637612,3639141,forward
743,ECK120020949,ppa,4449122,4449773,reverse
744,ECK120020950,proC,404786,405686,reverse
745,ECK120020951,purT,1930881,1932059,forward
746,ECK120020952,rdgC,409108,410019,reverse
747,ECK120020953,rdlA,1269276,1269389,forward
748,ECK120020954,rdlB,1269811,1269923,forward
749,ECK120020955,rdlC,1270346,1270460,forward
750,ECK120020956,rfaH,4024333,4024996,reverse
751,ECK120020957,rhlE,830872,832236,forward
752,ECK120020958,rhtB,4008439,4009059,reverse
753,ECK120020960,ybiT,855832,857555,forward
754,ECK120020961,ribC,1742601,1743242,reverse
755,ECK120020962,rluF,4230354,4231226,forward
756,ECK120020963,rpmE,4126908,4127225,forward
757,ECK120020965,ryeA,1923066,1923314,forward
758,ECK120020966,sieB,1418671,1419159,forward
759,ECK120020967,tusA,3608751,3609073,reverse
760,ECK120020968,slyA,1720390,1720824,reverse
761,ECK120020969,slyX,3477640,3477858,forward
762,ECK120020971,sraA,458728,458784,reverse
763,ECK120020973,sraG,3311183,3311398,forward
764,ECK120020977,srmB,2712896,2714230,forward
765,ECK120020979,ybaP,507286,508080,reverse
766,ECK120020980,ybaQ,508191,508559,forward
767,ECK120020983,tdk,1293488,1294144,forward
768,ECK120020984,tesB,474301,475201,reverse
769,ECK120020985,thiI,441468,442997,forward
770,ECK120020986,torT,1056237,1057289,forward
771,ECK120020987,tp2,122697,122857,reverse
772,ECK120020988,tqsA,1673890,1674947,forward
773,ECK120020989,ubiF,695101,696276,forward
774,ECK120020990,ushA,504914,506566,forward
775,ECK120020991,uspC,1979753,1980181,forward
776,ECK120020992,uspG,641439,641913,reverse
777,ECK120020994,yaaI,11382,11786,reverse
778,ECK120020995,yacH,129407,131260,reverse
779,ECK120020997,yafC,229967,230881,reverse
780,ECK120020998,yafF,239190,239378,forward
781,ECK120020999,yafS,234816,235538,forward
782,ECK120021000,yafU,238746,239084,reverse
783,ECK120021001,yafV,239419,240216,reverse
784,ECK120021002,yagJ,291500,292231,forward
785,ECK120021003,acs-yjcH-actP,4283253,4287663,reverse
786,ECK120021004,tar-tap-cheRBYZ,1966393,1972716,reverse
787,ECK120023622,thrS-infC-rpmI-rplT-pheMST-ihfA,1795216,1802733,reverse
788,ECK120023624,waaA-coaD,3808256,3810304,forward
789,ECK120023626,ldrD,3699899,3700272,reverse
790,ECK120023627,ligB,3819488,3821215,reverse
791,ECK120023628,lit,1198695,1199588,forward
792,ECK120023629,luxS,2814218,2815065,reverse
793,ECK120023630,ldrC,1270238,1270392,reverse
794,ECK120023632,ygiZ,3171879,3172399,reverse
795,ECK120023633,aaeR,3389483,3390449,forward
796,ECK120023634,abgR,1404695,1405693,forward
797,ECK120023635,omrB,2976304,2976593,reverse
798,ECK120023636,omrA,2976102,2976400,reverse
799,ECK120023637,acpH,424337,424918,reverse
800,ECK120023639,ais,2365018,2365620,reverse
801,ECK120023640,amiC,2947757,2949010,reverse
802,ECK120023641,ampH,395130,396363,reverse
803,ECK120023642,aslA,3984352,3986007,reverse
804,ECK120023643,azoR,1482255,1483067,reverse
805,ECK120023644,bioH,3544074,3544858,reverse
806,ECK120023645,bisC,3714061,3716394,reverse
807,ECK120023646,can,142008,142703,reverse
808,ECK120023647,chaA,1270749,1271849,reverse
809,ECK120023648,crcB,657555,657938,reverse
810,ECK120023649,cspF,1641855,1642067,forward
811,ECK120023650,cspH,1050963,1051307,reverse
812,ECK120023651,dacB,3328916,3330396,forward
813,ECK120023652,dacC,880653,881929,forward
814,ECK120023653,dcp,1625335,1627380,reverse
815,ECK120023654,ddlA,399829,400923,reverse
816,ECK120023655,dld,2222185,2223987,forward
817,ECK120023656,dsrA,2025227,2025313,reverse
818,ECK120023657,dsrB,2024635,2024823,reverse
819,ECK120023658,eco,2303905,2304393,forward
820,ECK120023660,emtA,1243180,1243791,forward
821,ECK120023661,envR,3412803,3413465,reverse
822,ECK120023662,fadE,240859,243406,reverse
823,ECK120023663,fadR,1234887,1235698,forward
824,ECK120023664,feaB,1447303,1449063,forward
825,ECK120023665,fimZ,563848,564480,reverse
826,ECK120023666,fsaA,863642,864304,forward
827,ECK120023668,ggt,3585081,3586866,reverse
828,ECK120023669,gltS,3827460,3828665,reverse
829,ECK120023670,grxD,1733754,1734181,reverse
830,ECK120023671,gsk,500125,501429,forward
831,ECK120023672,guaC,113444,114487,forward
832,ECK120023673,hdfR,3947128,3948021,reverse
833,ECK120023674,helD,1024438,1026525,forward
834,ECK120023675,hokA,3720448,3720600,reverse
835,ECK120023676,iap,2876581,2877618,forward
836,ECK120023677,ompX,850209,851009,forward
837,ECK120023678,ompW,1312031,1314658,forward
838,ECK120023679,nudG,1841446,1841897,forward
839,ECK120023680,nudE,3525589,3526149,reverse
840,ECK120023682,nlpA,3839175,3840116,reverse
841,ECK120023683,nhoA,1534024,1534869,forward
842,ECK120023684,narP,2290422,2291147,forward
843,ECK120023685,mug,3214967,3215473,reverse
844,ECK120023686,mrr,4586949,4587863,forward
845,ECK120023687,mrcA,3522826,3525448,forward
846,ECK120023689,micC,1437121,1437229,forward
847,ECK120023690,mdtK,1743253,1744830,forward
848,ECK120023692,marC,1618243,1618941,reverse
849,ECK120023693,mak,410144,411052,forward
850,ECK120023694,insA-7,4518527,4518802,forward
851,ECK120023695,insG,4502103,4503512,reverse
852,ECK120023696,insH-1,274101,275117,reverse
853,ECK120023697,insH-10,3365702,3366718,reverse
854,ECK120023698,insH-11,3652182,3653198,reverse
855,ECK120023699,insH-5,1427746,1428726,reverse
856,ECK120023700,insH-8,2289065,2290081,reverse
857,ECK120023701,insH-9,3130178,3131194,forward
858,ECK120023702,intD,564815,565978,reverse
859,ECK120023703,intG,2012502,2012780,forward
860,ECK120023705,ivy,240343,240816,forward
861,ECK120023706,kdgR,1909308,1910099,reverse
862,ECK120023707,kptA,4560930,4561484,forward
863,ECK120023708,ldrA,1269168,1269313,reverse
864,ECK120023709,ldrB,1269703,1269848,reverse
865,ECK120023710,ycaK,949668,950258,forward
866,ECK120023711,ycaN,948660,949568,reverse
867,ECK120023714,ycbX,1006491,1007600,reverse
868,ECK120023716,yccU,1027946,1028359,forward
869,ECK120023717,yccX,1030064,1030342,forward
870,ECK120023719,yceF,1146011,1146595,reverse
871,ECK120023722,ycgB,1235709,1237286,reverse
872,ECK120023723,ycgJ,1226600,1226968,forward
873,ECK120023725,ychH,1258542,1259069,forward
874,ECK120023726,ychN,1273246,1273599,reverse
875,ECK120023727,ychO,1273760,1275178,forward
876,ECK120023728,yciN,1330417,1330668,reverse
877,ECK120023729,ycjG,1388874,1389895,forward
878,ECK120023730,ycjW,1382963,1383961,reverse
879,ECK120023733,ydbJ,1441029,1441324,forward
880,ECK120023735,ydcI,1494148,1495134,reverse
881,ECK120023736,ydcK,1499469,1500496,reverse
882,ECK120023737,ydcO,1504905,1506320,reverse
883,ECK120023738,yddH,1533282,1533851,reverse
884,ECK120023739,eamA,1620238,1621137,reverse
885,ECK120023740,ydeE,1621332,1622519,forward
886,ECK120023741,ydeJ,1624277,1625291,forward
887,ECK120023742,ydgC,1681695,1682030,reverse
888,ECK120023743,ydgJ,1703268,1704308,reverse
889,ECK120023744,ydhQ,1744871,1746202,reverse
890,ECK120023745,ydiP,1778390,1779407,reverse
891,ECK120023746,ydiY,1805325,1806194,reverse
892,ECK120023747,yeaL,1874323,1874798,forward
893,ECK120023750,yebQ,1910276,1911649,forward
894,ECK120023751,yecF,1995717,1996042,forward
895,ECK120023752,yecH,1989251,1989591,reverse
896,ECK120023753,yedA,2029539,2030459,forward
897,ECK120023754,yedD,2007677,2008090,reverse
898,ECK120023755,yedP,2025464,2026326,forward
899,ECK120023756,yegD,2147674,2149026,forward
900,ECK120023758,ybjM,890045,890466,forward
901,ECK120023759,yegH,2137863,2139485,forward
902,ECK120023760,yegI,2149039,2150985,reverse
903,ECK120023761,yegJ,2151185,2151646,forward
904,ECK120023762,yeiG,2243910,2244746,forward
905,ECK120023763,yejK,2282940,2283992,reverse
906,ECK120023764,yfaH,2349687,2349893,forward
907,ECK120023765,yfaL,2340417,2344169,reverse
908,ECK120023766,nudI,2364554,2364979,forward
909,ECK120023767,yfbK,2383995,2385722,reverse
910,ECK120023768,yfbN,2387710,2388426,reverse
911,ECK120023770,yfdY,2495050,2495314,reverse
912,ECK120023771,yfeH,2526946,2527944,forward
913,ECK120023772,yfeN,2525127,2525891,forward
914,ECK120023773,yfeR,2525930,2526856,reverse
915,ECK120023775,yfgO,2614820,2615881,reverse
916,ECK120023776,yfiC,2712027,2712764,reverse
917,ECK120023777,yfiE,2714439,2715320,reverse
918,ECK120023778,yfiF,2717491,2718573,reverse
919,ECK120023780,yfjH,2757644,2758745,reverse
920,ECK120023782,ygbI,2860467,2861234,reverse
921,ECK120023783,ygdI,2942918,2943145,reverse
922,ECK120023784,ygeV,3004008,3005847,reverse
923,ECK120023785,ygfZ,3041282,3042293,forward
924,ECK120023786,yggR,3094100,3095301,reverse
925,ECK120023787,yghT,3134131,3134823,forward
926,ECK120023788,yghU,3138700,3139593,forward
927,ECK120023790,ygiD,3181619,3182475,reverse
928,ECK120023791,yhiN,3636208,3637410,reverse
929,ECK120023792,yhjB,3671292,3672048,reverse
930,ECK120023793,yiaF,3718334,3719097,reverse
931,ECK120023795,yiaT,3751128,3752125,reverse
932,ECK120023796,yiaU,3751992,3752966,forward
933,ECK120023797,yibT,3776171,3776419,reverse
934,ECK120023798,yicS,3840215,3840508,forward
935,ECK120023799,yidI,3856415,3856864,forward
936,ECK120023800,yidL,3860192,3861176,forward
937,ECK120023801,yidP,3863899,3864615,forward
938,ECK120023802,yidR,3868062,3869309,reverse
939,ECK120023804,yidX,3875438,3876094,forward
940,ECK120023806,yifB,3948449,3949969,reverse
941,ECK120023808,yigE,4000292,4001056,reverse
942,ECK120023809,yihA,4050133,4050765,reverse
943,ECK120023811,yjcB,4274760,4275164,reverse
944,ECK120023813,yjeH,4369156,4370446,reverse
945,ECK120023815,yjfP,4416952,4417701,forward
946,ECK120023816,yjfY,4424516,4424791,reverse
947,ECK120023817,yjfZ,4426628,4427422,reverse
948,ECK120023818,yjgA,4457314,4457997,reverse
949,ECK120023821,yjgM,4479034,4479537,reverse
950,ECK120023822,yjgN,4479730,4480926,forward
951,ECK120023823,yjgZ,4501216,4501589,forward
952,ECK120023824,yjhD,4506626,4507122,reverse
953,ECK120023825,yjhR,4535015,4536031,forward
954,ECK120023826,yhiM,3634743,3635893,forward
955,ECK120023827,yjiC,4555490,4556320,reverse
956,ECK120023829,yjiR,4570162,4571601,reverse
957,ECK120023832,yjjX,4633233,4633745,reverse
958,ECK120023833,yjjZ,4605741,4606040,forward
959,ECK120023834,ykgL,312112,312339,forward
960,ECK120023838,ymfI,1201497,1201838,forward
961,ECK120023839,ynaI,1394891,1395973,reverse
962,ECK120023840,yncD,1520963,1523065,reverse
963,ECK120023841,yncE,1523176,1524368,forward
964,ECK120023842,ynfC,1656747,1657457,reverse
965,ECK120023843,yniB,1808697,1809263,reverse
966,ECK120023844,ynjF,1840783,1841432,reverse
967,ECK120023845,ynjH,1841863,1842188,reverse
968,ECK120023846,yoaE,1900029,1901772,reverse
969,ECK120023847,yoaF,1877278,1877532,reverse
970,ECK120023848,yoaH,1894552,1894731,reverse
971,ECK120023849,yoaI,1874078,1874182,reverse
972,ECK120023850,yobH,1908925,1909164,forward
973,ECK120023851,yodD,2024833,2025213,forward
974,ECK120023852,yohD,2225801,2226379,forward
975,ECK120023853,ypdI,2494698,2494973,forward
976,ECK120023854,yphH,2682863,2684056,forward
977,ECK120023855,yqeK,2989935,2990360,reverse
978,ECK120023856,yqgC,3086187,3086402,forward
979,ECK120023857,yqgD,3086399,3086650,reverse
980,ECK120023858,yqhA,3148977,3149471,reverse
981,ECK120023859,yqhC,3154262,3155397,reverse
982,ECK120023860,yqjI,3216731,3217402,forward
983,ECK120023862,yrdA,3429236,3429790,forward
984,ECK120023863,ysgA,4015354,4016343,reverse
985,ECK120023864,ytfA,4427769,4428095,forward
986,ECK120023865,ytfB,4428079,4428819,reverse
987,ECK120023866,ytfH,4434113,4434493,forward
988,ECK120023867,ytjC,4633797,4634444,forward
989,ECK120023868,zupT,3182433,3183323,forward
990,ECK120023869,zur,4259488,4260003,reverse
991,ECK120023870,ybjD,916473,918131,forward
992,ECK120023873,ygjH,3220915,3221247,reverse
993,ECK120023874,yhaJ,3253318,3254214,reverse
994,ECK120023875,yhbO,3298974,3299492,forward
995,ECK120023876,yhbP,3299472,3299915,reverse
996,ECK120023877,yhbQ,3299665,3300268,forward
997,ECK120023878,yhbY,3327759,3328083,forward
998,ECK120023879,yhdH,3403484,3404458,forward
999,ECK120023880,yhgE,3530715,3532439,reverse
1000,ECK120023881,yhgN,3575071,3575664,forward
1001,ECK120023882,yhhA,3586730,3587383,forward
1002,ECK120023884,yhhM,3605251,3605610,reverse
1003,ECK120023885,yhhS,3610516,3611733,reverse
1004,ECK120023945,rrsE-gltV-rrlE-rrfE,4207686,4213159,forward
1005,ECK120023946,rrsC-gltU-rrlC-rrfC,3941388,3947067,forward
1006,ECK120023947,rrsB-gltT-rrlB-rrfB,4166217,4171962,forward
1007,ECK120023948,rrsA-ileT-alaT-rrlA-rrfA,4035099,4040636,forward
1008,ECK120023949,degP,180615,182308,forward
1009,ECK120023950,pdhR-aceEF-lpd,121646,129394,forward
1010,ECK120023952,ybjX,918128,919120,reverse
1011,ECK120023954,gpmA,786843,787670,reverse
1012,ECK120023955,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF,3423423,3429228,reverse
1013,ECK120023956,rrsH-ileV-alaV-rrlH-rrfH,223297,228875,forward
1014,ECK120023957,rrsG-gltW-rrlG-rrfG,2726069,2731567,reverse
1015,ECK120023965,lpxL,1115662,1116709,reverse
1016,ECK120023966,ydgK-rsxABCDGE-nth,1705037,1712158,forward
1017,ECK120024058,mnmC,2441764,2443770,forward
1018,ECK120026313,pspF,1366818,1368040,reverse
1019,ECK120026319,ascG,2838254,2839313,reverse
1020,ECK120026416,yraP,3296072,3296984,forward
1021,ECK120026417,lldPRD,3777181,3781017,forward
1022,ECK120026418,yjaZ,4189597,4190349,forward
1023,ECK120026420,yicR-rpmBG-mutM,3810343,3812577,reverse
1024,ECK120026421,yjjB-dnaTC-yjjA,4599620,4602177,reverse
1025,ECK120026422,pck,3532531,3534440,forward
1026,ECK120026423,aslB,3982779,3984193,forward
1027,ECK120026424,pdxH-tyrS-pdxY,1715026,1718054,reverse
1028,ECK120026426,allR,533011,533826,forward
1029,ECK120026427,wecH,3725887,3726882,forward
1030,ECK120026428,cbrA,3869377,3870441,forward
1031,ECK120026431,ryjA,4277927,4278357,reverse
1032,ECK120026433,allA,532329,532933,forward
1033,ECK120026434,kbaZ-agaVWA,3278781,3281625,forward
1034,ECK120026435,agaS-kbaY-agaBCDI,3281605,3287025,forward
1035,ECK120026436,ytfJ,4438708,4439286,reverse
1036,ECK120026437,yidQ,3867282,3868060,forward
1037,ECK120026438,uidABC,1691586,1696313,reverse
1038,ECK120026440,yghF,3112054,3112920,reverse
1039,ECK120026441,ryhB,3580927,3581043,reverse
1040,ECK120026442,rlmL-uup,1007672,1011871,forward
1041,ECK120026443,yihG,4045670,4046652,reverse
1042,ECK120027942,ybjS,905740,907047,reverse
1043,ECK120027944,ycaD,945871,947019,forward
1044,ECK120027945,ycaL,960090,961028,forward
1045,ECK120027946,yahDEFG,335280,339743,forward
1046,ECK120027948,yaiP,382739,383935,reverse
1047,ECK120027950,ykiA,408486,408950,forward
1048,ECK120027951,yajI,432312,432851,reverse
1049,ECK120027954,ybaE,465612,467312,reverse
1050,ECK120027957,ybaB-recR,493356,495010,forward
1051,ECK120027958,dgt,179196,180754,forward
1052,ECK120027959,rybB,887977,888057,reverse
1053,ECK120027960,tag-yiaC,3713092,3714092,forward
1054,ECK120027961,yiaB,3727407,3727748,reverse
1055,ECK120027962,yibF,3761347,3761975,reverse
1056,ECK120027963,yibIH,3770243,3772045,reverse
1057,ECK120027966,gmk,3821384,3822051,forward
1058,ECK120027968,nudF-yqiB-cpdA-yqiA-parE,3173504,3177910,reverse
1059,ECK120027970,insC-5CD-5D-5-yqiGHI,3186040,3191696,forward
1060,ECK120027971,ygjI,3226234,3227667,forward
1061,ECK120027972,ygjP,3235857,3236463,forward
1062,ECK120027973,sstT,3237940,3241188,forward
1063,ECK120027974,yqjG,3250977,3252010,forward
1064,ECK120027975,yhaOM,3255341,3258010,reverse
1065,ECK120027976,yraH,3287426,3288010,forward
1066,ECK120027977,bcsEFG,3696443,3699893,forward
1067,ECK120027980,yfjXY-ypjJ-yfjZ-ypjF,2775919,2777782,forward
1068,ECK120027982,ygaZH,2809617,2810679,forward
1069,ECK120027984,ygbN,2865101,2866465,forward
1070,ECK120027986,ygcS,2896533,2897870,reverse
1071,ECK120027987,pyrG-eno,2906643,2909797,reverse
1072,ECK120027988,syd,2924735,2925280,reverse
1073,ECK120027990,ppdAB-ygdB-ppdC-recC,2959060,2964394,reverse
1074,ECK120027993,yfbM,2386934,2387437,forward
1075,ECK120027994,yfbS,2409520,2411482,reverse
1076,ECK120027995,yfcE,2419234,2419788,reverse
